timestamp,exp_mode,target_arg,cmd_DF,cmd_F,cmd_G,meas_pres_DF,meas_pres_F,meas_pres_G,meas_ang_wrist,meas_ang_hand,p_flag
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,0.004377961012250765,-0.051465669675554174,-0.01147967172252042,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.0035327629116717212,-0.05136968916951974,-0.007514426985259868,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.009710697548465801,-0.04511309930576751,-0.01540837421075973,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.009198519317778852,-0.01641483631321011,-0.023611367943896087,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.005367299011164936,-0.0006374939146616546,-0.013082549066173768,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.0004588530562089567,0.01274187831586859,0.0004735582756416609,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,0.001140257127210793,0.005673155536905374,0.006351967950199233,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.005147803840784678,-0.00637274224634027,0.009400944702964686,-0.54,-0.0,1.0
0.021954059600830078,2,,0.2724991227527729,0.32750087724722715,0.44857517368231825,-0.01093403481651342,0.01225008332143847,0.013489538694702916,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.007973956813444356,0.024518073606219798,0.0011851805421295887,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.008132593913958512,0.026895059225763168,-0.018551264917474934,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.010725053114575354,0.0011796605776343812,-0.015981189035405925,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.008425141596344226,-0.013858690944594423,-0.005895589404550157,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.00034149848617233316,0.001576947717285766,-0.017088426876375497,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,-0.00511161399750157,0.004895857816208269,-0.015220065974819912,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,0.002054803794451451,0.0010271363013730622,-0.0036098842789684888,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,0.004359184700483819,0.001969435480398751,0.0033506012662742994,-0.54,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,0.0066886789094556705,0.02665008160433192,0.014409707287289417,-0.72,-0.0,1.0
0.0725247859954834,2,,0.21198419623055445,0.38801580376944556,0.43469385764145063,0.04202473560692549,0.027373685543989744,0.024320001516881667,-0.72,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.06773000143686758,0.050489391824814114,0.04435298451474263,-0.8999999999999999,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.08487157145119766,0.06767278100687059,0.06504491257125763,-1.08,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.1086929332026269,0.09123172381256231,0.085718675990778,-1.44,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.11698973661459812,0.11647874796479575,0.0952524649509001,-1.7999999999999998,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.13162006550006766,0.12872662230861634,0.11314311658821904,-2.16,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.1332146755913099,0.1407427455842717,0.1324087911280486,-2.6999999999999997,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.1455281115144324,0.14152716318203393,0.1424866750181446,-3.2399999999999998,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.1560970154191313,0.1546437285006934,0.15499824666822268,-3.78,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.16253529408462772,0.17640834058883373,0.16936236700405283,-4.5,-0.0,1.0
0.11288928985595703,2,,0.16973879165488984,0.43026120834511017,0.4138222733047684,0.16829764263166908,0.19239884814704908,0.1816543304696756,-5.04,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.17432094166371703,0.2075443920362396,0.19200461887412823,-5.76,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.17859375317466591,0.2115017850055222,0.20351804510440752,-6.3,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.18277199102913505,0.2336212952998382,0.22285034238840287,-7.38,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.1852651003295053,0.2358243945068275,0.2328934559650767,-8.1,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.18691696600336363,0.2479620305803309,0.2432928871352822,-8.82,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.1878430277853827,0.25056968778766636,0.254477254930113,-9.36,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.18856852518192604,0.2554536192597554,0.2642527099181114,-10.08,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.1885389103921327,0.2653762325001227,0.27383186654746144,-10.799999999999999,-0.0,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.18868292023196973,0.2808989971031376,0.2816738878676265,-11.34,-0.18,1.0
0.15321850776672363,2,,0.1358525514877869,0.4641474485122131,0.38569587808143585,0.18814340752169278,0.29315225417374124,0.2921887921682354,-12.059999999999999,-0.18,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18737840073794224,0.2921692864649938,0.2988394372499139,-12.6,-0.36,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18724355641910082,0.30730722978599034,0.3044397186030274,-12.959999999999999,-0.36,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.1865548594619409,0.31335033476344387,0.31244423987401104,-13.5,-0.72,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.1856986455818676,0.3138370084241166,0.31856123199124503,-13.68,-0.8999999999999999,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18534259366827444,0.3174662991432591,0.3226651847147417,-14.04,-1.08,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18511600726494545,0.32145522238179347,0.32713363727415407,-14.219999999999999,-1.26,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18448866165091185,0.33923218356670676,0.33460054550496376,-14.399999999999999,-1.44,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18427776462479176,0.3458195161642554,0.3381221318863359,-14.58,-1.6199999999999999,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18403380867279476,0.34984159783702323,0.34112342354351605,-14.76,-1.6199999999999999,1.0
0.19349026679992676,2,,0.11247495190337867,0.48752504809662134,0.3521471517841811,0.18355116089790088,0.3528160518934696,0.3449333864543651,-14.76,-1.6199999999999999,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.18351447249872582,0.36931851896259216,0.3480798513729885,-14.76,-1.6199999999999999,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.1831435965279692,0.3703096109655106,0.3505773199148165,-14.76,-1.44,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.18264584426820585,0.3826963194354103,0.35343165446709174,-14.76,-1.26,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.18231102410401295,0.385237986874634,0.3564207307350513,-14.76,-0.8999999999999999,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.18177960991009565,0.3890682491029345,0.3583214084874843,-14.58,-0.54,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.18184777085988962,0.39124092647399145,0.35926582162089155,-14.58,-0.18,1.0
0.24385356903076172,2,,0.10014912545297047,0.4998508745470295,0.3057914348669355,0.1814474932427526,0.3876867912022171,0.360881666782545,-14.219999999999999,0.18,1.0
