meas_pres_DF,meas_pres_F,meas_pres_G,wrist_angle_deg,grip_angle_deg,flag,force_N,t_recv,t_recv_rel,time,target_force,action_DF,action_F,action_G,cmd_DF,cmd_F,cmd_G
-0.012803156208018415,-0.010732138361809657,0.0037036661203240138,5.76,-1.6199999999999999,1.0,0.00296029541919296,9606.577803264,0.0,0.0,0.0,0.5863520503044128,-0.0297834575176239,-0.6588160991668701,0.4759056568145752,0.291064977645874,0.10235517472028732
-0.0006681099669100712,-0.002732974264745372,-0.005103648203535511,5.76,-1.6199999999999999,1.0,-0.1343729972227905,9606.577986208,0.00018294400069862604,0.005,0.0,0.5863520503044128,-0.0297834575176239,-0.6588160991668701,0.4759056568145752,0.291064977645874,0.10235517472028732
-0.004295601536260229,-0.016273980823163763,-0.0001008192026194331,5.76,-1.6199999999999999,1.0,0.15555284279917458,9606.577995456,0.00019219200112274848,0.01,0.0,0.5863520503044128,-0.0297834575176239,-0.6588160991668701,0.4759056568145752,0.291064977645874,0.10235517472028732
-0.0002100644708337607,-0.026169455771134335,0.0051620204322888105,5.76,-1.6199999999999999,1.0,-0.2869655446028272,9606.578002528,0.00019926400091208052,0.015,0.0,0.5863520503044128,-0.0297834575176239,-0.6588160991668701,0.4759056568145752,0.291064977645874,0.10235517472028732
-0.006719205082667328,-0.019108253841126185,0.007158968715181598,5.76,-1.6199999999999999,1.0,0.1860713522751709,9606.578009696,0.0002064320015051635,0.02,0.0,0.4850659668445587,0.5028206706047058,-0.8651043176651001,0.4455198049545288,0.45084622502326965,0.04046870768070221
-0.018191387943704385,-0.02553797134331671,0.0062171942240661845,5.76,-1.6199999999999999,1.0,-0.11911374248479234,9606.578017504,0.00021424000078695826,0.025,0.0,0.4850659668445587,0.5028206706047058,-0.8651043176651001,0.4455198049545288,0.45084622502326965,0.04046870768070221
-0.0173999495985471,-0.007125776633815828,-0.003733889322607308,5.76,-1.6199999999999999,1.0,0.04873805963318745,9606.578024096,0.0002208320001955144,0.03,0.0,0.4850659668445587,0.5028206706047058,-0.8651043176651001,0.4455198049545288,0.45084622502326965,0.04046870768070221
-0.013638773331252864,-0.00339071835397789,-0.006612465911990325,5.76,-1.6199999999999999,1.0,-0.30222479934082536,9606.57803088,0.00022761600121157244,0.035,0.0,0.4850659668445587,0.5028206706047058,-0.8651043176651001,0.4455198049545288,0.45084622502326965,0.04046870768070221
-0.008380149812789138,-0.013626956926093238,0.0035357255242745816,5.76,-1.6199999999999999,1.0,0.00296029541919296,9606.578037632,0.00023436800074705388,0.04,0.0,0.6400339603424072,1.0,-1.0,0.4920102059841156,0.6000000238418579,0.0
0.0036247225739002896,-0.00538013285275514,0.010092408407170302,5.76,-1.6199999999999999,1.0,-0.16489150669878683,9606.618528416,0.0407251520009595,0.045,0.0,0.6400339603424072,1.0,-1.0,0.4920102059841156,0.6000000238418579,0.0
