meas_pres_DF,meas_pres_F,meas_pres_G,wrist_angle_deg,grip_angle_deg,flag,force_N,t_recv,t_recv_rel,time,target_force,action_DF,action_F,action_G,cmd_DF,cmd_F,cmd_G
0.0005651476358706301,-0.006617612542347448,-0.011299057351988013,10.26,-2.52,1.0,-0.39378032776881433,6911.945558112,0.0,0.0,0.0,-0.3434830904006958,0.11430875957012177,-1.0,0.19695508480072021,0.33429262042045593,0.0
-0.0005882369445093183,-0.014288698592037602,-0.008165198171118247,10.26,-2.52,1.0,-0.027558214056803365,6911.945716288,0.0001581759997861809,0.005,0.0,-0.3434830904006958,0.11430875957012177,-1.0,0.19695508480072021,0.33429262042045593,0.0
0.000528592165617369,-0.019327507968597658,-0.0031089199540037388,10.26,-2.52,1.0,-0.16489150669878683,6911.94572256,0.00016444799985038117,0.01,0.0,-0.3434830904006958,0.11430875957012177,-1.0,0.19695508480072021,0.33429262042045593,0.0
-0.007522844832132584,-0.017157385153063073,0.0022418157881820247,10.26,-2.52,1.0,-0.08859523300879601,6911.945727008,0.0001688960001047235,0.015,0.0,-0.3434830904006958,0.11430875957012177,-1.0,0.19695508480072021,0.33429262042045593,0.0
-0.013007386285601073,-0.0035611493805477357,0.00040347751373911544,10.26,-2.52,1.0,-0.21066927091278131,6911.9457312,0.0001730880003378843,0.02,0.0,-0.1014728844165802,-0.31988251209259033,-1.0,0.2695581614971161,0.20403525233268738,0.0
-0.008397765967922488,0.009584638601551045,-0.004897557701191537,10.26,-2.52,1.0,-0.05807672353279969,6911.945737088,0.0001789759999155649,0.025,0.0,-0.1014728844165802,-0.31988251209259033,-1.0,0.2695581614971161,0.20403525233268738,0.0
-0.009575501666634168,0.007749913331450639,-0.0074435280324375965,10.26,-2.52,1.0,0.00296029541919296,6911.945741632,0.00018352000006416347,0.03,0.0,-0.1014728844165802,-0.31988251209259033,-1.0,0.2695581614971161,0.20403525233268738,0.0
-0.008689342428729523,-0.0016693786196895293,-0.00695161850378826,10.26,-2.52,1.0,0.033478804895189285,6911.94574592,0.0001878080001915805,0.035,0.0,-0.1014728844165802,-0.31988251209259033,-1.0,0.2695581614971161,0.20403525233268738,0.0
-0.0040582157441490995,-0.008265385387915618,-0.012623555094392645,10.26,-2.52,1.0,0.033478804895189285,6911.945749856,0.00019174399949406506,0.04,0.0,-0.3311316668987274,-0.5810887813568115,-1.0,0.20066049695014954,0.12567336857318878,0.0
-0.00758394430806381,-0.00851372756419917,-0.0017433120738422688,10.26,-2.52,1.0,-0.07333597827079785,6911.987148,0.04158988800008956,0.045,0.0,-0.3311316668987274,-0.5810887813568115,-1.0,0.20066049695014954,0.12567336857318878,0.0
-0.00964450559631681,-0.01001685784506189,-0.009062785448445488,10.26,-2.52,1.0,-0.27170628986482903,6911.987170208,0.041612095999880694,0.05,0.0,-0.3311316668987274,-0.5810887813568115,-1.0,0.20066049695014954,0.12567336857318878,0.0
-0.01323331741747038,-0.00962409745359929,0.0007291886773850813,10.26,-2.52,1.0,0.1097750785851801,6911.987178848,0.0416207360003682,0.055,0.0,-0.3311316668987274,-0.5810887813568115,-1.0,0.20066049695014954,0.12567336857318878,0.0
-0.014423895851544582,-0.006769738398915093,0.004477756651834124,10.26,-2.52,1.0,-0.2869655446028272,6911.987187424,0.041629311999713536,0.06,0.0,-0.43192258477211,-0.2574658989906311,-1.0,0.1704232394695282,0.22276024520397186,0.0
-0.006235992138022719,-0.011934522750268784,0.007441825354895681,10.26,-2.52,1.0,0.033478804895189285,6911.987195424,0.04163731199969334,0.065,0.0,-0.43192258477211,-0.2574658989906311,-1.0,0.1704232394695282,0.22276024520397186,0.0
-0.009367752513740607,-0.007650821108849185,-0.0014505278447501991,10.26,-2.52,1.0,0.00296029541919296,6911.987204064,0.04164595200018084,0.07,0.0,-0.43192258477211,-0.2574658989906311,-1.0,0.1704232394695282,0.22276024520397186,0.0
0.0057008390744862384,-0.019237994366116656,-0.010950975982023194,10.26,-2.52,1.0,-0.10385448774679418,6911.987212416,0.04165430400007608,0.075,0.0,-0.43192258477211,-0.2574658989906311,-1.0,0.1704232394695282,0.22276024520397186,0.0
0.013300401520911699,-0.020995523016750495,-0.0023360375136706126,10.08,-2.52,1.0,-0.180150761436785,6911.987220096,0.04166198399980203,0.08,0.0,-0.19845953583717346,-0.13408073782920837,-0.1690385490655899,0.24046215415000916,0.2597757875919342,0.24928845465183258
0.027139914178924588,-0.005515913774081753,-0.0032201571652990925,10.08,-2.52,1.0,0.20133060701316907,6912.030939872,0.0853817600000184,0.085,0.0,-0.19845953583717346,-0.13408073782920837,-0.1690385490655899,0.24046215415000916,0.2597757875919342,0.24928845465183258
0.04708840880793955,0.009658116440665946,-0.00011093111358626766,10.08,-2.34,1.0,-0.2869655446028272,6912.03096304,0.0854049279996616,0.09,0.0,-0.19845953583717346,-0.13408073782920837,-0.1690385490655899,0.24046215415000916,0.2597757875919342,0.24928845465183258
0.07154097726122455,0.02314234679428566,-0.00015066004432632164,9.719999999999999,-2.16,1.0,-0.16489150669878683,6912.030972192,0.08541408000019146,0.095,0.0,-0.19845953583717346,-0.13408073782920837,-0.1690385490655899,0.24046215415000916,0.2597757875919342,0.24928845465183258
0.08357408509783872,0.058717883564466146,0.0017625796899686035,9.36,-1.7999999999999998,1.0,-0.22592852565083454,6912.030980032,0.08542192000004434,0.1,0.0,0.5944159626960754,0.3597204089164734,-0.5563017725944519,0.4783248007297516,0.4079161584377289,0.13310948014259338
0.10478262096558295,0.06647057458427744,0.0001827397049950518,8.82,-1.44,1.0,0.15555284279917458,6912.030987168,0.08542905600006634,0.105,0.0,0.5944159626960754,0.3597204089164734,-0.5563017725944519,0.4783248007297516,0.4079161584377289,0.13310948014259338
0.12455960090166748,0.08837300180099822,-0.004602264858954291,7.92,-0.72,1.0,-0.454817346720807,6912.031024928,0.08546681600000738,0.11,0.0,0.5944159626960754,0.3597204089164734,-0.5563017725944519,0.4783248007297516,0.4079161584377289,0.13310948014259338
0.13002411531407998,0.10484627118446481,-0.0019172119551948536,6.84,0.0,1.0,0.018219550157191122,6912.031039872,0.08548176000022067,0.115,0.0,0.5944159626960754,0.3597204089164734,-0.5563017725944519,0.4783248007297516,0.4079161584377289,0.13310948014259338
0.13587963080612486,0.1331463243344851,-0.0126687294402719,5.76,0.72,1.0,-0.180150761436785,6912.031047328,0.08548921599958703,0.12,0.0,0.2982065677642822,0.5260047912597656,-1.0,0.3894619941711426,0.4578014612197876,0.0
0.12958846954866232,0.13092638910595422,-0.002583097825011363,4.32,1.7999999999999998,1.0,-0.11911374248479234,6912.031055648,0.08549753599982068,0.125,0.0,0.2982065677642822,0.5260047912597656,-1.0,0.3894619941711426,0.4578014612197876,0.0
0.1291065228168778,0.13872249624709412,-0.01016528084580579,3.5999999999999996,2.52,1.0,-0.363261818292818,6912.072504608,0.1269464959996185,0.13,0.0,0.2982065677642822,0.5260047912597656,-1.0,0.3894619941711426,0.4578014612197876,0.0
0.1388201329213908,0.14333190275853006,-0.01288168970095301,4.14,2.88,1.0,-0.04281746879480153,6912.072529536,0.12697142399974837,0.135,0.0,0.2982065677642822,0.5260047912597656,-1.0,0.3894619941711426,0.4578014612197876,0.0
0.1471869118094893,0.14732064593037603,-0.005650603391043282,4.68,3.42,1.0,-0.11911374248479234,6912.07254016,0.12698204800017265,0.14,0.0,0.22828802466392517,0.7821058630943298,-0.9786441922187805,0.3684864342212677,0.5346317887306213,0.006406742613762617
0.15037548917198842,0.1577806846771117,-0.00862090066844353,5.22,3.96,1.0,-0.25644703512683087,6912.072548672,0.12699056000019482,0.145,0.0,0.22828802466392517,0.7821058630943298,-0.9786441922187805,0.3684864342212677,0.5346317887306213,0.006406742613762617
