meas_pres_DF,meas_pres_F,meas_pres_G,wrist_angle_deg,grip_angle_deg,flag,force_N,t_recv,t_recv_rel,time,target_force,action_DF,action_F,action_G,cmd_DF,cmd_F,cmd_G
-0.0015032046415337787,-0.004743908397470887,-0.0022986732444675913,-0.36,4.32,1.0,-0.2411877803888327,100079.033952672,0.0,0.0,0.0,-0.6134283542633057,-0.7386436462402344,-1.0,0.11597149819135666,0.0784069076180458,0.0
0.009490069230421712,-0.0070034290993415006,-0.007515581043907188,-0.36,4.32,1.0,-0.21066927091278131,100079.034178944,0.0002262719935970381,0.005,0.0,-0.6134283542633057,-0.7386436462402344,-1.0,0.11597149819135666,0.0784069076180458,0.0
0.005993971878336623,-0.022845455535536626,-0.012357348319661782,-0.36,4.32,1.0,-0.21066927091278131,100079.034189536,0.00023686399799771607,0.01,0.0,-0.6134283542633057,-0.7386436462402344,-1.0,0.11597149819135666,0.0784069076180458,0.0
-0.009434757931742246,-0.012918758957328365,-0.017669551899599668,-0.36,4.32,1.0,-0.454817346720807,100079.034197184,0.0002445119898766279,0.015,0.0,-0.6134283542633057,-0.7386436462402344,-1.0,0.11597149819135666,0.0784069076180458,0.0
-0.024758015415741096,-0.00633259862065336,-0.022047699942229805,-0.36,4.32,1.0,-0.4853358561968033,100079.034204032,0.0002513599902158603,0.02,0.0,-0.010958196595311165,-0.6204096078872681,-0.9031875133514404,0.2967125475406647,0.11387712508440018,0.02904374711215496
-0.02322192308578541,-0.005254395289121732,-0.019310753416129606,-0.36,4.32,1.0,-0.08859523300879601,100079.034213024,0.0002603519969852641,0.025,0.0,-0.010958196595311165,-0.6204096078872681,-0.9031875133514404,0.2967125475406647,0.11387712508440018,0.02904374711215496
-0.0007297308103572722,-0.01755459488925802,-0.026188304923061338,-0.36,4.32,1.0,-0.05807672353279969,100079.034220512,0.0002678399905562401,0.03,0.0,-0.010958196595311165,-0.6204096078872681,-0.9031875133514404,0.2967125475406647,0.11387712508440018,0.02904374711215496
0.007209408804071359,-0.01852806950363745,-0.029295404920989542,-0.36,4.32,1.0,-0.1343729972227905,100079.03422784,0.0002751680003711954,0.035,0.0,-0.010958196595311165,-0.6204096078872681,-0.9031875133514404,0.2967125475406647,0.11387712508440018,0.02904374711215496
0.016272241814298916,-0.01375043215904213,-0.005013029085310584,-0.36,4.32,1.0,-0.4853358561968033,100079.034234528,0.00028185598785057664,0.04,0.0,-0.4312979280948639,-0.7426822781562805,-1.0,0.17061063647270203,0.07719531655311584,0.0
0.0014279183291262317,-0.01423663088866294,0.0035341756637648205,-0.36,4.32,1.0,-0.22592852565083454,100079.07613024,0.04217756800062489,0.045,0.0,-0.4312979280948639,-0.7426822781562805,-1.0,0.17061063647270203,0.07719531655311584,0.0
-0.008650839019460782,-0.0181102577953222,-0.013562579465051667,-0.36,4.32,1.0,0.09451582384718193,100079.076142272,0.04218959998979699,0.05,0.0,-0.4312979280948639,-0.7426822781562805,-1.0,0.17061063647270203,0.07719531655311584,0.0
0.004342127940624756,-0.021453015071755715,-0.020387063214690016,-0.36,4.32,1.0,-0.4853358561968033,100079.076149824,0.042197151997243054,0.055,0.0,-0.4312979280948639,-0.7426822781562805,-1.0,0.17061063647270203,0.07719531655311584,0.0
-0.009892808537735574,-0.01875356901541645,-0.009046901911406734,-0.36,4.32,1.0,-0.3327433088168217,100079.07615728,0.04220460799115244,0.06,0.0,-0.336154043674469,-0.24876491725444794,-1.0,0.19915379583835602,0.22537052631378174,0.0
-0.015479172569723596,-0.012264043312284064,0.00046130479969347474,-0.36,4.32,1.0,-0.454817346720807,100079.076164192,0.04221151999081485,0.065,0.0,-0.336154043674469,-0.24876491725444794,-1.0,0.19915379583835602,0.22537052631378174,0.0
-0.010388907789626074,-0.016265224529269297,0.0004821208231043775,-0.36,4.32,1.0,-0.30222479934082536,100079.07617184,0.04221916799724568,0.07,0.0,-0.336154043674469,-0.24876491725444794,-1.0,0.19915379583835602,0.22537052631378174,0.0
-0.010129646185111111,-0.005898528560710097,0.009470621772706281,-0.36,4.32,1.0,-0.30222479934082536,100079.076179136,0.04222646399284713,0.075,0.0,-0.336154043674469,-0.24876491725444794,-1.0,0.19915379583835602,0.22537052631378174,0.0
-0.01161828581011855,0.0015042511176609115,0.007234228667033088,-0.36,4.32,1.0,-0.2869655446028272,100079.076186304,0.042233631989802234,0.08,0.0,0.412773996591568,-0.2340894490480423,-1.0,0.4238322079181671,0.22977317869663239,0.0
-0.004188707165579723,-0.002761794202705928,0.0050876415838476555,-0.36,4.32,1.0,-0.5158543656727996,100079.119293504,0.08534083199629094,0.085,0.0,0.412773996591568,-0.2340894490480423,-1.0,0.4238322079181671,0.22977317869663239,0.0
-0.00993989463820173,-0.0015600025841807446,-0.0039165134935345135,-0.36,4.32,1.0,-0.25644703512683087,100079.119304096,0.08535142400069162,0.09,0.0,0.412773996591568,-0.2340894490480423,-1.0,0.4238322079181671,0.22977317869663239,0.0
-0.011685678336387362,0.02277068814981408,-0.003444513992248447,-0.36,4.14,1.0,-0.4090395825068125,100079.119312064,0.0853593919891864,0.095,0.0,0.412773996591568,-0.2340894490480423,-1.0,0.4238322079181671,0.22977317869663239,0.0
-0.008384300295216605,0.049603150168609875,-0.002503454454837342,-0.18,3.96,1.0,-0.454817346720807,100079.119319296,0.0853666240000166,0.1,0.0,0.16919919848442078,-0.6950744390487671,-1.0,0.3507597744464874,0.09147766977548599,0.0
0.02002173539272771,0.06880467973802083,-0.012003115051451598,0.18,3.5999999999999996,1.0,-0.2411877803888327,100079.119326112,0.08537344000069425,0.105,0.0,0.16919919848442078,-0.6950744390487671,-1.0,0.3507597744464874,0.09147766977548599,0.0
0.029026515952383213,0.07954950968708635,-0.012879439506221974,0.54,3.06,1.0,0.00296029541919296,100079.119333952,0.08538127999054268,0.11,0.0,0.16919919848442078,-0.6950744390487671,-1.0,0.3507597744464874,0.09147766977548599,0.0
0.026042184751443553,0.10053142180898482,-0.018444287949108164,1.08,2.34,1.0,-0.5768913846247923,100079.119341312,0.08538864000001922,0.115,0.0,0.16919919848442078,-0.6950744390487671,-1.0,0.3507597744464874,0.09147766977548599,0.0
0.03942067108261427,0.11703672905615645,0.000728514787543757,1.7999999999999998,1.44,1.0,-0.4395580919828088,100079.11934848,0.08539580799697433,0.12,0.0,0.6326159238815308,-0.021578393876552582,-1.0,0.4897848069667816,0.2935265004634857,0.0
0.02962015733567796,0.110096605728492,0.00197364080920485,2.52,0.36,1.0,-0.2411877803888327,100079.119355712,0.0854030399932526,0.125,0.0,0.6326159238815308,-0.021578393876552582,-1.0,0.4897848069667816,0.2935265004634857,0.0
0.05506193545358045,0.11679023737386388,-0.0005501917754298103,3.42,-0.8999999999999999,1.0,-0.4395580919828088,100079.161271232,0.1273185600002762,0.13,0.0,0.6326159238815308,-0.021578393876552582,-1.0,0.4897848069667816,0.2935265004634857,0.0
0.07827218059601189,0.11137399790747643,-0.009900083171784455,4.32,-2.16,1.0,-0.4395580919828088,100079.161281376,0.12732870399486274,0.135,0.0,0.6326159238815308,-0.021578393876552582,-1.0,0.4897848069667816,0.2935265004634857,0.0
0.07850322616849868,0.12741607837894983,-0.01142427217851524,5.22,-3.42,1.0,-0.6226691488387868,100079.161288864,0.1273361919884337,0.14,0.0,0.31973767280578613,0.011659732088446617,-0.8953568935394287,0.3959213197231293,0.30349794030189514,0.03139293193817139
0.0807565726783989,0.15826423722455882,-0.0040858974972162124,5.58,-2.88,1.0,-0.25644703512683087,100079.161295744,0.12734307198843453,0.145,0.0,0.31973767280578613,0.011659732088446617,-0.8953568935394287,0.3959213197231293,0.30349794030189514,0.03139293193817139
0.10919726890788399,0.15906467971614302,-0.011027816276054257,5.9399999999999995,-2.52,1.0,-0.22592852565083454,100079.1613032,0.12735052799689583,0.15,0.0,0.31973767280578613,0.011659732088446617,-0.8953568935394287,0.3959213197231293,0.30349794030189514,0.03139293193817139
0.11658620524813941,0.1574716358076495,-0.013954570672771591,6.4799999999999995,-2.16,1.0,-0.363261818292818,100079.161310432,0.1273577599931741,0.155,0.0,0.31973767280578613,0.011659732088446617,-0.8953568935394287,0.3959213197231293,0.30349794030189514,0.03139293193817139
