meas_pres_DF,meas_pres_F,meas_pres_G,wrist_angle_deg,wrist_velocity,grip_angle_deg,grip_velocity,flag,force_N,time,target_force,action_DF,action_F,action_G,cmd_DF,cmd_F,cmd_G
-0.010452624286457168,-0.005531360759723274,0.0025717000356819445,-0.8999999999999999,0.0,8.28,0.0,1.0,0.41496017334514335,0.0,0.0,0.60477996,0.35424316,1.1503485,0.4814339876174927,0.4062729477882385,0.6
-0.014525285062875974,-0.012091731037818567,0.00043239513441591744,-0.8999999999999999,0.0,8.28,0.0,1.0,0.8269600512710937,0.005,0.0,0.60477996,0.35424316,1.1503485,0.4814339876174927,0.4062729477882385,0.6
-0.005661094767426696,-0.0051244632806942145,-0.0027036441581248785,-0.8999999999999999,0.0,8.28,0.0,1.0,0.475997192297136,0.01,0.0,0.60477996,0.35424316,1.1503485,0.4814339876174927,0.4062729477882385,0.6
-0.0002355348521170344,-0.008054711603723152,-0.005332390317919102,-0.8999999999999999,0.0,8.28,0.0,1.0,0.659108249153114,0.015,0.0,0.60477996,0.35424316,1.1503485,0.4814339876174927,0.4062729477882385,0.6
-0.0034853078952038125,0.007709877428494079,-0.0032940665683559287,-0.8999999999999999,0.0,8.28,0.0,1.0,0.46073793755913783,0.02,0.0,0.8034391,0.5607269,1.3681403,0.5410317242145538,0.4682180643081665,0.6
-0.012900165454705268,-0.006597171463240584,-0.004051311448334264,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5370342112491286,0.025,0.0,0.8034391,0.5607269,1.3681403,0.5410317242145538,0.4682180643081665,0.6
-0.016042756462952525,-0.010717063075403219,9.661199431874224e-05,-0.8999999999999999,0.0,8.28,0.0,1.0,0.46073793755913783,0.03,0.0,0.8034391,0.5607269,1.3681403,0.5410317242145538,0.4682180643081665,0.6
-0.011937851889804525,-0.0034183799938951654,-0.008221741753462852,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6743675038911121,0.035,0.0,0.8034391,0.5607269,1.3681403,0.5410317242145538,0.4682180643081665,0.6
-0.010591331809921927,-0.009087168834847099,-0.009836095568375789,-0.8999999999999999,0.0,8.28,0.0,1.0,0.12503433332317826,0.04,0.0,0.7913924,0.4190245,1.1418251,0.5374177157878876,0.4257073491811752,0.6
-0.02029078905845158,-0.012771146539284722,-0.006157288028711825,-0.8999999999999999,0.0,8.28,0.0,1.0,0.659108249153114,0.045,0.0,0.7913924,0.4190245,1.1418251,0.5374177157878876,0.4257073491811752,0.6
-0.009187859467020937,-0.016964984358130375,-0.0018901031038410952,-0.8999999999999999,0.0,8.28,0.0,1.0,0.36918240913114886,0.05,0.0,0.7913924,0.4190245,1.1418251,0.5374177157878876,0.4257073491811752,0.6
-0.007282356639046341,-0.007214273459819103,-0.003009485599298598,-0.8999999999999999,0.0,8.28,0.0,1.0,0.8879970702230864,0.055,0.0,0.7913924,0.4190245,1.1418251,0.5374177157878876,0.4257073491811752,0.6
-0.0051613084803387495,-0.020216796830298818,0.0005948787523369179,-0.8999999999999999,0.0,8.28,0.0,1.0,0.567552720725125,0.06,0.0,0.8285598,0.55102086,1.4220804,0.548567944765091,0.4653062582015991,0.6
-0.006190953173221263,-0.01019851058011746,-0.008415097656238511,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5065157017731323,0.065,0.0,0.8285598,0.55102086,1.4220804,0.548567944765091,0.4653062582015991,0.6
-0.005099965860212502,-0.0002719336465824055,0.004087326219380424,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5522934659871268,0.07,0.0,0.8285598,0.55102086,1.4220804,0.548567944765091,0.4653062582015991,0.6
0.003881610471621081,0.0013863254493556069,-6.803675432933264e-05,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6285897396771176,0.075,0.0,0.8285598,0.55102086,1.4220804,0.548567944765091,0.4653062582015991,0.6
0.0075042124963770555,-0.010187476136198944,-0.007067263023185957,-0.8999999999999999,0.0,8.28,0.0,1.0,0.46073793755913783,0.08,0.0,0.7804213,0.52381885,1.5101951,0.5341263949871063,0.45714565515518185,0.6
-0.0010200603633927793,-0.013570554182937782,0.0018262806272378372,-0.8999999999999999,0.0,8.28,0.0,1.0,0.475997192297136,0.085,0.0,0.7804213,0.52381885,1.5101951,0.5341263949871063,0.45714565515518185,0.6
0.008777326487231488,-0.014901991328752652,0.00015642048297918125,-0.8999999999999999,0.0,8.28,0.0,1.0,0.33866389965515253,0.09,0.0,0.7804213,0.52381885,1.5101951,0.5341263949871063,0.45714565515518185,0.6
-0.005639723276585291,-0.015448592357014288,-0.0002913923264108914,-0.8999999999999999,0.0,8.28,0.0,1.0,0.659108249153114,0.095,0.0,0.7804213,0.52381885,1.5101951,0.5341263949871063,0.45714565515518185,0.6
-0.004997346793251127,-0.004953881425591985,-0.007018212590037694,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5217749565111305,0.1,0.0,0.6575046,0.39066187,1.5523736,0.4972513854503631,0.41719855964183805,0.6
0.006144168344630482,-0.012113807869341348,-0.009518363938460365,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6743675038911121,0.105,0.0,0.6575046,0.39066187,1.5523736,0.4972513854503631,0.41719855964183805,0.6
-0.007833136964932687,-0.017022846729577983,-0.010814117835763906,-0.8999999999999999,0.0,8.28,0.0,1.0,0.41496017334514335,0.11,0.0,0.6575046,0.39066187,1.5523736,0.4972513854503631,0.41719855964183805,0.6
-0.0040556807270774094,-0.012623658055915192,-0.012497050527085492,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5522934659871268,0.115,0.0,0.6575046,0.39066187,1.5523736,0.4972513854503631,0.41719855964183805,0.6
-0.0036632283744906496,-0.007046024167102456,-0.011923058938723693,-0.8999999999999999,0.0,8.28,0.0,1.0,0.49125644703513416,0.12,0.0,0.46084207,0.14645353,1.560004,0.43825262188911435,0.3439360588788986,0.6
0.005688216616756985,-0.004153150909678546,-0.01082676387011454,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6438489944151158,0.125,0.0,0.46084207,0.14645353,1.560004,0.43825262188911435,0.3439360588788986,0.6
0.0039007676909376494,-0.003910243975367295,-0.008323472167182011,-0.8999999999999999,0.0,8.28,0.0,1.0,0.7048860133671084,0.13,0.0,0.46084207,0.14645353,1.560004,0.43825262188911435,0.3439360588788986,0.6
-0.009295610798333763,-0.008224846909196296,-0.011278967654357607,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5980712302011213,0.135,0.0,0.46084207,0.14645353,1.560004,0.43825262188911435,0.3439360588788986,0.6
-0.0059223102778355125,-0.0009004325651171718,-0.010683456411454538,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6133304849391195,0.14,0.0,0.20218453,-0.5598606,1.4674287,0.3606553584337234,0.13204182386398314,0.6
-0.01278385025246718,-0.0049519574349283155,-0.010803872519244634,-0.8999999999999999,0.0,8.28,0.0,1.0,0.49125644703513416,0.145,0.0,0.20218453,-0.5598606,1.4674287,0.3606553584337234,0.13204182386398314,0.6
-0.01303763058405494,-0.0037571769144632847,-0.007248475516067464,-0.8999999999999999,0.0,8.28,0.0,1.0,0.33866389965515253,0.15,0.0,0.20218453,-0.5598606,1.4674287,0.3606553584337234,0.13204182386398314,0.6
-0.006009744006940516,-0.023142572634296317,-0.003627257397970002,-0.8999999999999999,0.0,8.28,0.0,1.0,0.8422193060090919,0.155,0.0,0.20218453,-0.5598606,1.4674287,0.3606553584337234,0.13204182386398314,0.6
-0.01768125904826856,-0.021958824287902228,-0.005198522708582576,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5370342112491286,0.16,0.0,-0.07160661,-0.7796552,1.2603154,0.27851801589131353,0.0661034345626831,0.6
-0.01516967606976191,-0.00601575484360378,-0.00897753090964118,-0.8999999999999999,0.0,8.28,0.0,1.0,0.7048860133671084,0.165,0.0,-0.07160661,-0.7796552,1.2603154,0.27851801589131353,0.0661034345626831,0.6
-0.01950178752858321,-0.01287588401207634,-0.008972920769269968,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5065157017731323,0.17,0.0,-0.07160661,-0.7796552,1.2603154,0.27851801589131353,0.0661034345626831,0.6
-0.013796150161296924,-0.014225301048151591,-0.007631784116642036,-0.8999999999999999,0.0,8.28,0.0,1.0,0.44547868282113967,0.17500000000000002,0.0,-0.07160661,-0.7796552,1.2603154,0.27851801589131353,0.0661034345626831,0.6
-0.006889193793127883,-0.008971548380619178,-0.01354325914843828,-0.8999999999999999,0.0,8.28,0.0,1.0,0.21658986175116723,0.18,0.0,-0.23471466,-1.0819696,1.2209184,0.22958560287952423,0.0,0.6
-0.0033029290110732656,-0.0019063193569873898,-0.01682376032445724,-0.8999999999999999,0.0,8.28,0.0,1.0,0.7048860133671084,0.185,0.0,-0.23471466,-1.0819696,1.2209184,0.22958560287952423,0.0,0.6
-0.012868330880494045,-0.019134257826412576,-0.0079617286636283,-0.8999999999999999,0.0,8.28,0.0,1.0,0.3997009186071452,0.19,0.0,-0.23471466,-1.0819696,1.2209184,0.22958560287952423,0.0,0.6
-0.010068053896605705,-0.005814346670360199,0.0030467098634790538,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6438489944151158,0.195,0.0,-0.23471466,-1.0819696,1.2209184,0.22958560287952423,0.0,0.6
-0.0030206456941294815,-0.011237399001948286,-0.00504080981497751,-0.8999999999999999,0.0,8.28,0.0,1.0,0.46073793755913783,0.2,0.0,-0.2963526,-1.3183833,1.2117195,0.21109422147274018,0.0,0.6
-0.010564948422952481,-0.016233130789976284,-0.009524113707626548,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6133304849391195,0.20500000000000002,0.0,-0.2963526,-1.3183833,1.2117195,0.21109422147274018,0.0,0.6
-0.017225301487808438,-0.011577783040237804,-0.011823900540992218,-0.8999999999999999,0.0,8.28,0.0,1.0,0.36918240913114886,0.21,0.0,-0.2963526,-1.3183833,1.2117195,0.21109422147274018,0.0,0.6
-0.00912264677219423,-0.023272689638207993,-0.012490252295381648,-0.8999999999999999,0.0,8.28,0.0,1.0,0.6438489944151158,0.215,0.0,-0.2963526,-1.3183833,1.2117195,0.21109422147274018,0.0,0.6
-0.001468834698586168,-0.014812326440010366,-0.004395112035753789,-0.8999999999999999,0.0,8.28,0.0,1.0,0.44547868282113967,0.22,0.0,-0.2635352,-1.4838624,1.2075045,0.22093943953514097,0.0,0.6
-0.004352938680247725,-0.008018078004288443,-0.005978478193189683,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5217749565111305,0.225,0.0,-0.2635352,-1.4838624,1.2075045,0.22093943953514097,0.0,0.6
-0.016654243603854466,-0.012077066498538448,-0.0037365402982791843,-0.8999999999999999,0.0,8.28,0.0,1.0,0.3539231543931507,0.23,0.0,-0.2635352,-1.4838624,1.2075045,0.22093943953514097,0.0,0.6
-0.014686853520398741,-0.014248548088674259,-0.004645366166219311,-0.8999999999999999,0.0,8.28,0.0,1.0,1.040589617603068,0.23500000000000001,0.0,-0.2635352,-1.4838624,1.2075045,0.22093943953514097,0.0,0.6
-0.015255309867002537,-0.015091154153465276,-0.007043493712542244,-0.8999999999999999,0.0,8.28,0.0,1.0,0.475997192297136,0.24,0.0,-0.1696527,-1.5925957,1.1998034,0.2491041898727417,0.0,0.6
-0.019738118833733484,-0.00843409097299372,-0.006905554678188039,-0.8999999999999999,0.0,8.28,0.0,1.0,0.659108249153114,0.245,0.0,-0.1696527,-1.5925957,1.1998034,0.2491041898727417,0.0,0.6
-0.015907263523582606,-0.0074708891747489415,-0.009813065275877471,-0.8999999999999999,0.0,8.28,0.0,1.0,0.32340464491715437,0.25,0.0,-0.1696527,-1.5925957,1.1998034,0.2491041898727417,0.0,0.6
-0.01712738261380248,-0.013319721302653471,-0.013918816286071549,-0.8999999999999999,0.0,8.28,0.0,1.0,0.475997192297136,0.255,0.0,-0.1696527,-1.5925957,1.1998034,0.2491041898727417,0.0,0.6
-0.0019301210073063464,-0.009625058392775375,-0.011073720635488605,-0.8999999999999999,0.0,8.28,0.0,1.0,0.44547868282113967,0.26,0.0,-0.033777364,-1.6572393,1.1848017,0.289866790920496,0.0,0.6
-0.008671058670984624,-0.010205176272816445,-0.008430240079140358,-0.8999999999999999,0.0,8.28,0.0,1.0,0.5370342112491286,0.265,0.0,-0.033777364,-1.6572393,1.1848017,0.289866790920496,0.0,0.6
