timestamp_pc,meas_pres_DF,meas_pres_F,meas_pres_G,angle_deg,velocity,flag,force_N,time,cmd_DF,cmd_F,cmd_G
170651.394425568,-0.01597530832261106,0.012542679030143212,-0.0019863740476433016,-0.54,9.36,1.0,0.3610339671010294,0.0,0.0,0.6,0.5
170651.394575072,-0.01102629983644374,-0.00495803981893769,-0.008509566675353571,-0.54,9.36,1.0,0.6357005523849963,0.005,0.0,0.6,0.5
170651.394584064,-0.008975572260895048,-0.01939831694953075,-0.004603721692379128,-0.54,9.36,1.0,0.4831080050050147,0.01,0.0,0.6,0.5
170651.394590752,-0.004174539865208794,-0.02420226349545396,-0.01359483235579785,-0.54,9.36,1.0,0.5746635334330037,0.015,0.0,0.6,0.5
170651.394597344,-0.0033481615766701098,-0.023176576739465486,-0.016161812133567755,-0.54,9.36,1.0,0.17792291024505147,0.02,0.0,0.6,0.5
170651.39460496,-0.00856461177828028,-0.0034855831107251044,-0.015790125789198597,-0.54,9.36,1.0,0.803552354503033,0.025,0.0,0.6,0.5
170651.394611296,-0.00816370185225033,0.011741770791178226,-0.0022624453443649698,-0.54,9.36,1.0,0.23895992919704412,0.03,0.0,0.6,0.5
170651.394617856,-0.013814508605572531,0.013988883402487235,-0.0007538685394185851,-0.54,9.36,1.0,0.4831080050050147,0.035,0.0,0.6,0.5
170651.39462384,-0.01798517175677337,-0.001347775393570183,0.0007641443330339606,-0.54,9.36,1.0,0.39155247657702574,0.04,0.0,0.6,0.5
170651.435844704,-0.009271753804230547,0.011836263912410234,-0.007247349628766202,-0.54,9.36,1.0,0.46784875026701656,0.045,0.0,0.6,0.5
170651.435869152,-0.007016720077388338,0.025059089196929875,-0.0025452477746574767,-0.54,9.36,1.0,0.34577471236303126,0.05,0.0,0.6,0.5
170651.435877568,-0.0017270654366415054,0.0012238332971716487,-0.00994428731731852,-0.54,9.36,1.0,0.34577471236303126,0.055,0.0,0.6,0.5
170651.435884864,-0.01725586234122386,-0.01537377541148296,-0.010866094368642713,-0.54,9.36,1.0,0.3762932218390276,0.06,0.0,0.6,0.5
170651.435892384,0.00011075087497071103,-0.003930372953893227,-0.005707922666968649,-0.54,9.36,1.0,0.4983672597430129,0.065,0.0,0.6,0.5
170651.4359008,0.010735120862761882,-0.015464732839207566,-0.006226245891685055,-0.54,9.36,1.0,0.34577471236303126,0.07,0.0,0.6,0.5
170651.435907872,0.011402932520785291,-0.004075231274679601,-0.0071136507929914945,-0.54,9.36,1.0,0.43733024079102023,0.075,0.0,0.6,0.5
