meas_pres_DF,meas_pres_F,meas_pres_G,wrist_angle_deg,wrist_velocity,grip_angle_deg,grip_velocity,flag,force_N,time,target_force,action_DF,action_F,action_G,cmd_DF,cmd_F,cmd_G
-0.0055164373094916015,0.0010608990430556202,0.0015002087209509576,1.26,0.0,9.18,0.0,1.0,0.46073793755913783,0.0,0.0,0.16194779,-0.8538135,-0.33911994,0.3485843360424042,0.04385594129562378,0.198264017701149
-0.010199704832865742,-0.00023522511394003393,-0.01343849987181508,1.26,0.0,9.18,0.0,1.0,0.46073793755913783,0.005,0.0,0.16194779,-0.8538135,-0.33911994,0.3485843360424042,0.04385594129562378,0.198264017701149
-0.0061545970610482935,-0.000551853718876915,-0.0049982958676796,1.26,0.0,9.18,0.0,1.0,0.5522934659871268,0.01,0.0,0.16194779,-0.8538135,-0.33911994,0.3485843360424042,0.04385594129562378,0.198264017701149
-0.010842761527901847,-0.0004839558563583913,-0.0052806069856725256,1.26,0.0,9.18,0.0,1.0,0.5370342112491286,0.015,0.0,0.16194779,-0.8538135,-0.33911994,0.3485843360424042,0.04385594129562378,0.198264017701149
-0.01134098085136969,-0.0038976952093473017,-0.0017080231634504501,1.26,0.0,9.18,0.0,1.0,0.6896267586291103,0.02,0.0,0.1683723,-0.89178395,-0.4123287,0.3505116909742355,0.03246481418609619,0.17630139291286467
-0.00939818289434838,-0.006977216644710696,0.0019087961889203008,1.26,0.0,9.18,0.0,1.0,0.32340464491715437,0.025,0.0,0.1683723,-0.89178395,-0.4123287,0.3505116909742355,0.03246481418609619,0.17630139291286467
-0.005248743121962288,-0.0028617631337836554,-0.01033625097221893,1.26,0.0,9.18,0.0,1.0,0.5370342112491286,0.03,0.0,0.1683723,-0.89178395,-0.4123287,0.3505116909742355,0.03246481418609619,0.17630139291286467
0.00017771693182441208,-0.013053202524464977,-0.007313738108352898,1.26,0.0,9.18,0.0,1.0,0.2776268807031599,0.035,0.0,0.1683723,-0.89178395,-0.4123287,0.3505116909742355,0.03246481418609619,0.17630139291286467
-0.005310387621422529,-0.007918700274696579,0.00195572124309191,1.26,0.0,9.18,0.0,1.0,0.7048860133671084,0.04,0.0,0.24207965,-0.7547631,-0.6648918,0.37262389361858367,0.07357106208801269,0.10053246617317199
-0.00565996072828344,-0.01430606614664181,-0.012971807067124858,1.26,0.0,9.18,0.0,1.0,0.15555284279917458,0.045,0.0,0.24207965,-0.7547631,-0.6648918,0.37262389361858367,0.07357106208801269,0.10053246617317199
-0.00904915932021919,-0.010199311539901595,0.003605743891461977,1.26,0.0,9.18,0.0,1.0,0.3081453901791562,0.05,0.0,0.24207965,-0.7547631,-0.6648918,0.37262389361858367,0.07357106208801269,0.10053246617317199
-0.00589837117516424,-0.009340155407473804,-0.009420764712517125,1.26,0.0,9.18,0.0,1.0,0.2776268807031599,0.055,0.0,0.24207965,-0.7547631,-0.6648918,0.37262389361858367,0.07357106208801269,0.10053246617317199
-0.0110100850990284,-0.012892097722313483,0.0027594678449546026,1.26,0.0,9.18,0.0,1.0,0.41496017334514335,0.06,0.0,0.2286557,-0.7845907,-0.68735147,0.36859670877456663,0.06462278366088867,0.09379456043243407
-0.010356788660364291,-0.015820779345345336,0.0016378470089794498,1.26,0.0,9.18,0.0,1.0,0.1097750785851801,0.065,0.0,0.2286557,-0.7845907,-0.68735147,0.36859670877456663,0.06462278366088867,0.09379456043243407
-0.009283363042641343,-0.0018100009021547417,-0.00263839591877046,1.26,0.0,9.18,0.0,1.0,0.6438489944151158,0.07,0.0,0.2286557,-0.7845907,-0.68735147,0.36859670877456663,0.06462278366088867,0.09379456043243407
-0.003444656639960827,-0.003956290637156852,0.0014470649620699873,1.26,0.0,9.18,0.0,1.0,0.5370342112491286,0.075,0.0,0.2286557,-0.7845907,-0.68735147,0.36859670877456663,0.06462278366088867,0.09379456043243407
-0.020068813963840536,-0.017277219350610492,-0.004419222293154797,1.26,0.0,9.18,0.0,1.0,0.659108249153114,0.08,0.0,0.2226646,-0.75256705,-0.74389124,0.36679937839508053,0.07422988414764405,0.07683262825012206
-0.007838116458194884,-0.01684460216098588,0.0016849316586518873,1.26,0.0,9.18,0.0,1.0,0.41496017334514335,0.085,0.0,0.2226646,-0.75256705,-0.74389124,0.36679937839508053,0.07422988414764405,0.07683262825012206
-0.015346578464214613,-0.016939429095859798,-0.006257663127075656,1.26,0.0,9.18,0.0,1.0,0.5370342112491286,0.09,0.0,0.2226646,-0.75256705,-0.74389124,0.36679937839508053,0.07422988414764405,0.07683262825012206
-0.013957439134241358,-0.0234101417667911,-0.008020760967114758,1.26,0.0,9.18,0.0,1.0,0.5828119754631231,0.095,0.0,0.2226646,-0.75256705,-0.74389124,0.36679937839508053,0.07422988414764405,0.07683262825012206
-0.005052636846701573,-0.014299340182721235,0.004413044389351043,1.26,0.0,9.18,0.0,1.0,0.3081453901791562,0.1,0.0,0.22930697,-0.7007823,-0.80981237,0.36879208981990813,0.08976531028747559,0.05705628991127014
-0.005940998419026019,-0.006721965799058493,-0.013260730288431664,1.26,0.0,9.18,0.0,1.0,0.3539231543931507,0.105,0.0,0.22930697,-0.7007823,-0.80981237,0.36879208981990813,0.08976531028747559,0.05705628991127014
-0.012555727113450103,-0.007817110193469274,-0.0003267577335185052,1.26,0.0,9.18,0.0,1.0,0.567552720725125,0.11,0.0,0.22930697,-0.7007823,-0.80981237,0.36879208981990813,0.08976531028747559,0.05705628991127014
-0.010047915775403572,-0.010570072634690685,-0.008164876783123214,1.26,0.0,9.18,0.0,1.0,0.36918240913114886,0.115,0.0,0.22930697,-0.7007823,-0.80981237,0.36879208981990813,0.08976531028747559,0.05705628991127014
-0.01212663589260559,-0.01566901608635661,0.004463884037915194,1.26,0.0,9.18,0.0,1.0,0.567552720725125,0.12,0.0,0.25038436,-0.65085316,-0.88211906,0.3751153081655502,0.10474405288696288,0.035364282131195066
-0.01630154798722003,-0.007811380203208127,-0.00245083846727595,1.26,0.0,9.18,0.0,1.0,0.15555284279917458,0.125,0.0,0.25038436,-0.65085316,-0.88211906,0.3751153081655502,0.10474405288696288,0.035364282131195066
-0.013667528851972723,-0.01334160520684025,-0.009503894190482922,1.26,0.0,9.18,0.0,1.0,0.4302194280831415,0.13,0.0,0.25038436,-0.65085316,-0.88211906,0.3751153081655502,0.10474405288696288,0.035364282131195066
-0.007126232110855298,-0.025387734945357395,-0.0066348126152469935,1.26,0.0,9.18,0.0,1.0,0.3997009186071452,0.135,0.0,0.25038436,-0.65085316,-0.88211906,0.3751153081655502,0.10474405288696288,0.035364282131195066
-0.015015187723666678,-0.019172291821635774,-0.008974179322247165,1.26,0.0,9.18,0.0,1.0,0.5217749565111305,0.14,0.0,0.28575256,-0.61329865,-0.95724636,0.3857257694005966,0.11601040363311767,0.012826091051101685
-0.010206355965603436,-0.019605047803238875,-0.0042080651683190275,1.26,0.0,9.18,0.0,1.0,0.29288613544115805,0.145,0.0,0.28575256,-0.61329865,-0.95724636,0.3857257694005966,0.11601040363311767,0.012826091051101685
-0.013889840293954589,-0.016242185510489844,-0.009542678688541901,1.26,0.0,9.18,0.0,1.0,0.6438489944151158,0.15,0.0,0.28575256,-0.61329865,-0.95724636,0.3857257694005966,0.11601040363311767,0.012826091051101685
-0.015612078755838877,-0.01685517251858562,-0.01346385479761232,1.26,0.0,9.18,0.0,1.0,0.2623676259651617,0.155,0.0,0.28575256,-0.61329865,-0.95724636,0.3857257694005966,0.11601040363311767,0.012826091051101685
-0.016160750550617036,-0.014986959277788951,-0.005590904497032363,1.26,0.0,9.18,0.0,1.0,0.6133304849391195,0.16,0.0,0.33464843,-0.5934427,-1.0323651,0.4003945291042328,0.12196719646453857,0.0
-0.012154465975091846,-0.007419584808405243,0.0005247760543179651,1.26,0.0,9.18,0.0,1.0,0.3539231543931507,0.165,0.0,0.33464843,-0.5934427,-1.0323651,0.4003945291042328,0.12196719646453857,0.0
-0.009186147515392916,-0.013179141849677787,0.008575523606936796,1.26,0.0,9.18,0.0,1.0,0.8117007965330956,0.17,0.0,0.33464843,-0.5934427,-1.0323651,0.4003945291042328,0.12196719646453857,0.0
-0.007061732265652075,-0.014104164242812437,0.012009156683431785,1.26,0.0,9.18,0.0,1.0,0.41496017334514335,0.17500000000000002,0.0,0.33464843,-0.5934427,-1.0323651,0.4003945291042328,0.12196719646453857,0.0
-0.0038070757271171573,-0.011317713703191389,0.00638753185629747,1.26,0.0,9.18,0.0,1.0,0.7201452681051066,0.18,0.0,0.39556944,-0.5944519,-1.1080657,0.4186708331108093,0.1216644287109375,0.0
-0.00465706042565492,-0.01322727278925642,0.0014821738597805944,1.26,0.0,9.18,0.0,1.0,0.3081453901791562,0.185,0.0,0.39556944,-0.5944519,-1.1080657,0.4186708331108093,0.1216644287109375,0.0
-0.009309949823336916,-0.014032023540749897,-0.013180384208473473,1.26,0.0,9.18,0.0,1.0,0.5980712302011213,0.19,0.0,0.39556944,-0.5944519,-1.1080657,0.4186708331108093,0.1216644287109375,0.0
-0.012306698224733048,-0.019801003428656243,-0.009354853591418986,1.26,0.0,9.18,0.0,1.0,0.2318491164891654,0.195,0.0,0.39556944,-0.5944519,-1.1080657,0.4186708331108093,0.1216644287109375,0.0
