timestamp,segment_id,mode,cmd_DF,cmd_F,cmd_G,meas_pres_DF,meas_pres_F,meas_pres_G,meas_ang_wrist,meas_ang_hand,p_flag
1768879441.3396447,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,0.005559447642901461,-0.03597294135412034,-0.004066840831487346,0.0,0.18,1.0
1768879441.3396618,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.012687305405978563,-0.030078487192322673,-0.0061469546388127835,0.0,0.18,1.0
1768879441.3396702,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.021700856217095086,-0.020564181564012927,-0.010203396436190353,0.0,0.18,1.0
1768879441.3396778,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.00236967482870483,-0.01737688577311889,-0.009598454719115907,0.0,0.18,1.0
1768879441.339685,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.00894616108728586,-0.020062595441188977,-0.004167203876128165,0.0,0.18,1.0
1768879441.3396912,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.021239343694318066,-0.020042045980094916,-0.008759023481903676,0.0,0.18,1.0
1768879441.3396976,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.02264247844011024,-0.012268435361955429,-0.0063990239206315105,0.0,0.18,1.0
1768879441.339704,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.02953717256190669,-0.002949191500276395,-0.0035941506548445956,0.0,0.18,1.0
1768879441.3397098,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.013062726930196448,0.0027637620718607503,-0.009615067494437536,0.0,0.18,1.0
1768879441.3397155,0,train,0.24353849044716952,0.30796404603767025,0.25947011805797315,-0.009457874646333114,-0.0054762728707033895,-0.010217251136047016,0.0,0.18,1.0
1768879441.3801744,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.022643571790641682,-0.0071746636300943694,-0.006252282877665667,0.0,0.18,1.0
1768879441.380192,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.01165956720647124,-0.003870748603719166,-0.008543453250457075,0.0,0.18,1.0
1768879441.3802009,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.01144920893994146,-0.005427163124039847,0.001303631519484214,0.0,0.18,1.0
1768879441.3802078,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.014320988405003,-0.009096073930034455,-0.003582470037760374,0.0,0.18,1.0
1768879441.3802142,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.006337926057877834,-0.0244915424614635,0.002940403403525603,0.0,0.18,1.0
1768879441.3802202,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.006854836384626086,-0.011708595657970439,0.0008289301775548323,0.0,0.18,1.0
1768879441.3802266,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.017348858188575417,-0.013830240300607553,0.0002819260634004011,0.0,0.18,1.0
1768879441.3802342,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.014790200988601272,-0.012625164342371268,0.0023399195035458133,0.0,0.18,1.0
1768879441.3802402,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.012294203204813153,-0.010813761419728717,0.005310251704785881,0.0,0.18,1.0
1768879441.3802462,0,train,0.2367388725845973,0.3008865719371022,0.25217973875369387,-0.0009556283632254939,-0.006823000583736273,-0.0023788484893319905,0.0,0.18,1.0
1768879441.4204175,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.01256093274423962,-0.003536419768960062,-0.00583282966509008,0.0,0.18,1.0
1768879441.420435,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,0.0033655463726452997,-0.0003281134451203686,-0.015204382386980296,0.0,0.18,1.0
1768879441.420443,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,0.002512493781208475,-0.00751916557833895,-0.015771764448195762,0.0,0.18,1.0
1768879441.4204493,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.005845489565278975,-0.00810794610643068,-0.014378039749221203,0.0,0.18,1.0
1768879441.4204552,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,0.0029684235469910427,-0.006647066447112685,-0.013566243091964468,0.0,0.18,1.0
1768879441.4204628,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.004523396497195713,-0.010787615865883813,-0.011835947289634864,0.0,0.18,1.0
1768879441.4204693,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.005573726495626714,-0.0037480647018008776,-0.009446304088307367,0.0,0.18,1.0
1768879441.4204757,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,0.010929832250143998,-0.0030404927748848842,-0.017151395303842104,0.0,0.18,1.0
1768879441.4205081,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.004459764570064948,-0.01056587854041344,-0.009886291819365896,0.0,0.18,1.0
1768879441.420514,0,train,0.23204679295718383,0.29580708032631997,0.24679878368110822,-0.009714339293445493,-0.007444055343911189,-0.0059328307378164495,0.0,0.18,1.0
1768879441.470745,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.007166560719656139,0.00098643417935922,-0.005816885959822485,0.0,0.18,1.0
1768879441.4707565,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.01873274543460645,-0.002120038152037201,0.0018799178117228758,0.0,0.18,1.0
1768879441.4707863,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.019054396712580864,-0.0050137658025712385,0.0009966491908683965,0.0,0.18,1.0
1768879441.470793,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.005195342806245301,-0.008917670078511004,0.004763886224308567,0.0,0.18,1.0
1768879441.470804,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.011289888665185113,-0.015221532924985303,0.0003670077617178863,0.0,0.18,1.0
1768879441.470809,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.009416608091966835,-0.0022941207239981537,0.0004883255616283274,0.0,0.18,1.0
1768879441.470815,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.023487536321939558,-0.005992685195900399,-0.00882539880767065,0.0,0.18,1.0
1768879441.470821,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.03089248939347142,-0.008384980022754899,-0.005569689993462089,0.0,0.18,1.0
1768879441.470827,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.018623449067386423,-0.015995261091040373,-0.004737705868878704,0.0,0.18,1.0
1768879441.4708378,0,train,0.2293772960264568,0.29249091426348,0.24297354011919817,-0.014516952022562011,-0.01627365352652411,-0.006922675460788611,0.0,0.18,1.0
1768879441.5110173,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.012858632426791531,-0.01966668689758204,-0.01136979836554064,0.0,0.18,1.0
1768879441.511028,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.014102091049131241,-0.007112527574477087,-0.007294057267828991,0.0,0.18,1.0
1768879441.511034,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.009211420756879054,-0.007535477521185357,-0.006243265941530681,0.0,0.18,1.0
1768879441.5110395,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.008914598448666792,-0.012249565148156883,-0.008246154139809444,0.0,0.18,1.0
1768879441.511045,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.0019299732699909259,-0.010891864618172419,-0.011596482187075492,0.0,0.18,1.0
1768879441.5110497,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.008598535652876566,-0.022089168978052073,-0.014782997237148996,0.0,0.18,1.0
1768879441.5110912,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.015225589696706891,-0.023329751713163087,-0.012661956644417558,0.0,0.18,1.0
1768879441.5110977,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.012202361264659525,-0.011897367653881176,-0.008414884560998903,0.0,0.18,1.0
1768879441.5111032,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.014442569311194985,-0.010414671322508907,-0.010173654004131193,0.0,0.18,1.0
1768879441.511109,0,train,0.2299359875428319,0.29240156162409897,0.24236938540566177,-0.01962159708186691,-0.005953654404153373,-0.010344665371449381,0.0,0.18,1.0
1768879441.5513964,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,0.00028241581943284086,-0.011028619944216177,-0.005914658830941564,0.0,0.18,1.0
1768879441.5514178,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.013643305636095886,-0.008905521319532374,-0.008393910078604672,0.0,0.18,1.0
1768879441.5514307,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.00782444100619269,-0.012344066900366152,-0.006449948189919554,0.0,0.18,1.0
1768879441.5514367,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,0.004800049986602648,-0.022924554189445206,0.0002154278304490275,0.0,0.18,1.0
1768879441.5514426,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.01616814392563661,-0.023237083412093542,-5.9678236309302035e-05,0.0,0.18,1.0
1768879441.5514483,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.02683744359863998,-0.023002070861868482,-0.006027254961035089,0.0,0.18,1.0
1768879441.5514543,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.024155223019978432,-0.017601304830354575,-0.005785488022600015,0.0,0.18,1.0
1768879441.5514598,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.002467533336210325,-0.016326158083509085,-0.006335756302028541,0.0,0.18,1.0
1768879441.5514653,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.012007962721438996,-0.016514612888065695,0.0014393938987477106,0.0,0.18,1.0
1768879441.551476,0,train,0.23296640771479338,0.29466985732523254,0.24402771042819937,-0.002393739292553925,-0.017957290953770043,-0.007936609024218153,0.0,0.18,1.0
1768879441.5917017,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,0.0013643464916727683,-0.01825284170704615,-0.0049569978401113705,0.0,0.18,1.0
1768879441.591712,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,0.010163044508999616,-0.013961096155252763,-0.0008795772149316841,0.0,0.18,1.0
1768879441.5917187,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.0009295354243093887,-0.01389072711165334,-0.003635436660095593,0.0,0.18,1.0
1768879441.5917244,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,0.011607009306813508,-0.02076066259959826,-0.0017213126264360634,0.0,0.18,1.0
1768879441.5917294,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,0.008248844477760111,-0.012829094810700416,-0.0021016752149981416,0.0,0.18,1.0
1768879441.5917578,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.008856544088182794,-0.011950734124984982,-0.004329036523337298,0.0,0.18,1.0
1768879441.591764,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.016950133394799186,-0.013503317284120655,-0.0025279718080079313,0.0,0.18,1.0
1768879441.5917695,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.02090730946511975,-0.009690379920229013,-0.008015549078953433,0.0,0.18,1.0
1768879441.5917747,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.03162216449965642,-0.0074139352126181435,-0.005391166625834127,0.0,0.18,1.0
1768879441.591786,0,train,0.2384776857715814,0.29931649014731837,0.24797698676579127,-0.01867882088184861,-0.01621965033585288,-0.0010839468463793999,0.0,0.18,1.0
1768879441.642037,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.010373458782570627,-0.010605359699827928,0.003968352946822218,0.0,0.18,1.0
1768879441.6420467,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.009775442521699743,0.00419925443555584,-0.0007433255990684712,0.0,0.18,1.0
1768879441.642065,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,0.005599826683440346,-0.002097520460342513,-0.009062209155322661,0.0,0.18,1.0
1768879441.6420703,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,0.012555632181350095,-0.00042442759677313135,-0.008704796972264553,0.0,0.18,1.0
1768879441.642075,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.004506064386908196,-0.007427849709388673,0.001092447216522548,0.0,0.18,1.0
1768879441.64208,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.003767044951965141,-0.02760829743708612,-0.006441463984793521,0.0,0.18,1.0
1768879441.6420853,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.005555677123615752,-0.03163203341714492,-0.012501584801803668,0.0,0.18,1.0
1768879441.6420994,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,0.0020402110805910678,-0.03215254188831768,-0.013085200186119545,0.0,0.18,1.0
1768879441.642105,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.004349558780204581,-0.0259417158821302,-0.009277026222312582,0.0,0.18,1.0
1768879441.64211,0,train,0.24873912396670766,0.30838237307889976,0.2560692330414238,-0.008840136549354125,-0.01783680087428308,-0.0023550237064246166,0.0,0.18,1.0
1768879441.682344,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,0.003348914447323419,-0.01633932819091988,0.0002033941392443996,0.0,0.18,1.0
1768879441.6823535,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,-0.013868226463570572,-0.017450749446650322,0.0013088192205738273,0.0,0.18,1.0
1768879441.682359,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,0.0013536274670783222,-0.013542843161403433,-0.006518864477288012,0.0,0.18,1.0
1768879441.6823642,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,-0.00908187998329587,-0.006665980196561023,-0.002644250867334144,0.0,0.18,1.0
1768879441.6823826,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,0.001166608957706145,-0.006037932217516999,0.002884104015128131,0.0,0.18,1.0
1768879441.6823878,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,-0.00843193809326376,-0.012841483207914124,0.002196512635658369,0.0,0.18,1.0
1768879441.682394,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,0.0015768129395196074,-0.018285783182251353,0.0030809334317367394,0.0,0.18,1.0
1768879441.6824052,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,0.0050923238487960145,-0.03114811947896633,-0.007771785555234216,0.0,0.18,1.0
1768879441.6824107,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,-0.005058339604460272,-0.022302375889084687,-0.004020050741016594,0.0,0.18,1.0
1768879441.6824164,0,train,0.2594918882757879,0.31811619792821527,0.2649636316320149,-0.00420408293387209,-0.027617983080626206,-0.0013793447463457994,0.0,0.18,1.0
1768879441.7226672,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,0.011171491067148749,-0.018126340986255946,0.00209953399206412,0.0,0.18,1.0
1768879441.7226882,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,0.01407789655024281,-0.012120619277212464,0.008525516408229532,0.0,0.18,1.0
1768879441.7226942,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.0009812134088756858,-0.015134581876003198,-0.0022085518468885385,0.0,0.18,1.0
1768879441.7227015,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.011053617099832064,-0.012021356986161899,-0.00300572128698342,0.0,0.18,1.0
1768879441.7227075,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.0035248641651002784,-0.0008211878122577171,-0.008467768174696685,0.0,0.18,1.0
1768879441.722714,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.017879165499758713,-0.007287143242626181,-0.004215423607649298,0.0,0.18,1.0
1768879441.7227192,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.013028276914785331,-0.005250106680102319,-0.012783642771207925,0.0,0.18,1.0
1768879441.7227292,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.015760996042859226,-0.003698274762095216,-0.007218827101751258,0.0,0.18,1.0
1768879441.7227347,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,-0.017340074607635467,0.004576504675865498,-0.004204566019001652,0.0,0.18,1.0
1768879441.7227397,0,train,0.2722742744069586,0.32986058572022153,0.275841670048472,0.0009406511854935694,-0.0071005406515912105,-0.005421152005796939,0.0,0.18,1.0
1768879441.773028,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,0.0011880381921721285,-0.013796046080803372,-0.005589062925152987,0.0,0.18,1.0
1768879441.7730381,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,0.01046006284882013,-0.011438806970734709,0.0005296290232181045,0.0,0.18,1.0
1768879441.7730448,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.002064554084365664,-0.0017920264585119907,-0.0025617746478532252,0.0,0.18,1.0
1768879441.7730668,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.006774925821772676,-0.019158095652398777,-0.011097941042851207,0.0,0.18,1.0
1768879441.7730823,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.01037318291961936,-0.008120114090727694,-0.006366279159719881,0.0,0.18,1.0
1768879441.7730885,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.013929943491607262,-0.004673490670960886,-0.006957032184805787,0.0,0.18,1.0
1768879441.7730937,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.015157083338554448,-0.009996575147947375,-0.0037579806466807304,0.0,0.18,1.0
1768879441.773099,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,0.0025851374720337146,-0.001504470444726092,-0.0060586948450772095,0.0,0.18,1.0
1768879441.7731047,0,train,0.2906694525676874,0.3469943695097635,0.2919015607680324,-0.00978546041376338,-0.012190231806000013,-0.014366290601579339,0.0,0.18,1.0
1768879441.8133051,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.014317105563584199,-0.0030783762418824783,-0.015268997747170419,0.0,0.18,1.0
1768879441.813314,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.018899039033196795,-0.007014468519845792,-0.015620257358143331,0.0,0.18,1.0
1768879441.8133202,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.010831727596475065,-0.0159214644716422,-0.015715836484563546,0.0,0.18,1.0
1768879441.8133256,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.012627298758831793,-0.022889081812286213,-0.015529865874942702,0.0,0.18,1.0
1768879441.813331,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.016295919890143874,-0.009387146163820371,-0.019358410572619368,0.0,0.18,1.0
1768879441.8133361,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,0.001724105140563093,-0.014765967818212584,-0.015022537444403915,0.0,0.18,1.0
1768879441.8133414,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,0.001582261923145196,-0.013120027201951243,-0.01153428831268039,0.0,0.18,1.0
1768879441.8133593,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.014693935357540757,-0.01064781012430829,-0.01125403301783508,0.0,0.18,1.0
1768879441.813365,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.008716358020302841,-0.011696110706886451,-0.0007686652623466496,0.0,0.18,1.0
1768879441.8133702,0,train,0.30686437284972207,0.36226899473231267,0.30636969059855285,-0.013839955639001226,-0.015677604818851436,-0.006057189255553635,0.0,0.18,1.0
1768879441.853652,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,-0.01805221334013589,-0.008918246845449796,-0.006417748842827433,0.0,0.18,1.0
1768879441.8536613,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,-0.004843998424332412,-0.004506504072264831,-0.008091863488022464,0.0,0.18,1.0
1768879441.853693,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,-0.008136636852578016,-0.006480035751940819,-0.007960918767277555,0.0,0.18,1.0
1768879441.8536994,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,-0.01716298208592933,-0.0033750853122927575,-0.010071012376913591,0.0,0.18,1.0
1768879441.8537107,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,-0.013858782361941244,-0.01085363646176771,-0.007738243248447933,0.0,0.18,1.0
1768879441.853716,0,train,0.3239291886716185,0.37855011967133506,0.32193511289721194,0.004438942151270815,-0.009116049963320653,-0.00635741771190567,0.0,0.18,1.0
