timestamp,segment_id,mode,command_pressure,meas_angle_wrist,meas_angle_grip,meas_pressure_1
1768126003.4151087,0,step,0.0,-1.1441479921340942,-0.00018532118701841682,0.9489694237709045
1768126003.6668382,0,step,0.0,0.7954803705215454,-1.4950937154978305e-09,-1.0394723415374756
1768126003.9186234,0,step,0.0,-1.213465690612793,3.701543265496137e+25,-1.1900569200515747
1768126004.1702712,0,step,0.0,-1.0810164213180542,-5517578.5,-1.1325099468231201
1768126004.5428488,0,step,0.0,0.9070988297462463,-3.754020730570932e+22,-1.2526720762252808
1768126004.7945302,0,step,0.0,-1.1127651929855347,-1.738613096830101e+19,-1.0466315746307373
1768126005.0463746,0,step,0.0,0.9041150212287903,2.979345214935429e-26,-1.118099570274353
1768126005.2980747,0,step,0.0,-1.115480661392212,4.5151348745018766e+27,-1.0090216398239136
1768126005.5499024,0,step,0.0,-1.1368534564971924,1.7332429586836346e+24,-1.2336336374282837
1768126005.8015802,0,step,0.3,1.1513139009475708,-3433564160.0,-1.177700161933899
1768126006.0533369,0,step,0.3,-1.260667085647583,-0.054703567177057266,1.1357197761535645
1768126006.3856988,0,step,0.3,-1.083006739616394,1.0988921590106174e-15,-1.0816189050674438
1768126006.6374884,0,step,0.3,0.9645169973373413,5.1582832214577325e+23,-1.1048777103424072
1768126006.8891625,0,step,0.3,-1.2423595190048218,-255104.953125,-1.0309629440307617
1768126007.1409383,0,step,0.3,-0.9181683659553528,-1.0410957171228322e-13,-0.9773603677749634
1768126007.3926852,0,step,0.3,1.027072548866272,-2.3009234966018914e-14,1.0881422758102417
1768126007.6444216,0,step,0.3,-1.2081469297409058,5.729583758861068e-38,-1.018775224685669
1768126007.896141,0,step,0.3,-1.2620785236358643,6.0288765874405144e+23,-1.260909914970398
1768126010.0311494,0,step,0.6,0.8632329702377319,-89987.9765625,-0.9108094573020935
1768126010.3434246,0,step,0.6,0.9602848887443542,-7.753300085289183e-11,-1.187673807144165
1768126010.595275,0,step,0.6,-1.029577612876892,7.221095592563898e-33,-1.0412278175354004
1768126010.8471305,0,step,0.6,-1.25197434425354,-8.344238894450061e+32,-1.2117328643798828
1768126011.0988297,0,step,0.6,-1.0997631549835205,-4.6877972124179195e+23,-1.2127302885055542
1768126011.350648,0,step,0.6,-0.9534332752227783,3.7588260082687542e+31,-0.999433696269989
1768126011.602439,0,step,0.6,1.0922378301620483,-3.1538327234256804e-30,-1.2519550323486328
1768126011.854172,0,step,0.0,-0.9087819457054138,4.576439270982914e-29,-1.0784939527511597
1768126012.126111,0,step,0.0,-1.1369891166687012,2.682980265069452e-33,-1.177819013595581
1768126012.3779876,0,step,0.0,-1.0165033340454102,4.739908552459093e-13,0.9992529153823853
1768126012.6297817,0,step,0.0,-1.2580994367599487,-7.398747586817578e-11,0.8700114488601685
1768126012.8815293,0,step,0.0,-1.0187485218048096,2.264267030003712e+16,-1.119505524635315
1768126013.133441,0,step,0.0,1.0303688049316406,3.239717315844446e-23,0.8863911032676697
1768126013.3852155,0,step,0.0,-0.9852027297019958,-1.2157810310433997e+17,-1.2538001537322998
1768126013.6369987,0,step,0.0,-1.0902279615402222,4.0526344934335185e+20,0.99375319480896
1768126014.1406887,0,step,0.0,-1.0619434118270874,-109601528.0,-1.2022943496704102
1768126014.39243,0,step,0.0,-1.0171929597854614,3.7713505388715987e+36,-0.9999011158943176
1768126014.644225,0,step,0.0,-0.6531150341033936,-152223465472.0,-1.2318475246429443
1768126014.8959093,0,step,0.0,-0.8700891137123108,4.8146444988083913e-20,-1.0561734437942505
1768126015.1476882,0,step,0.0,1.1957759857177734,-1.1364478717877794e+35,-1.2091621160507202
1768126015.3994398,0,step,0.0,-1.1030665636062622,-7.868601370555873e+36,0.8004555106163025
1768126015.651222,0,step,0.0,-1.0508794784545898,1.1056103943371046e-22,1.117316484451294
1768126015.963548,0,step,0.0,-1.2602598667144775,0.015421819873154163,1.0677844285964966
1768126016.2152355,0,step,0.0,1.1942880153656006,-1.352859993836305e+34,0.9661442041397095
1768126016.4670208,0,step,0.0,1.0942368507385254,4245553152.0,-1.1843914985656738
1768126016.7186766,0,step,0.0,-1.0759975910186768,4.1409796369988085e+21,-1.1318068504333496
1768126016.9705021,0,step,0.0,-1.2451122999191284,-1.3420649140616359e-11,-1.1566038131713867
1768126017.2222743,0,step,0.0,-0.9230018854141235,7.275981436114923e+28,1.0323477983474731
