strike_idx,target_time,peak_time,timing_err_ms,peak_force,success,model_key,model,seed,midi,trial,force_threshold
19,7.350177669333148,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
20,7.689723920362125,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
21,7.929403626970815,7.999310208065016,69.90658109420167,12.576586199530013,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
22,8.209029951347619,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
23,8.548576202376596,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
24,8.648442746796883,8.7582959456592,109.85319886231615,23.242805261391062,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
25,9.11282217835122,9.237655358876578,124.83318052535886,2.3071077608569723,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
26,9.407428484391067,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
27,9.667081499883814,9.622141554894686,-44.93994498912812,4.550218207342757,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
28,9.986654442028733,10.081527659228007,94.87321719927344,24.12784203619496,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
29,10.306227384173654,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
30,10.865480032927262,10.935386614021464,69.90658109420167,3.298959318826853,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
31,11.190046302293197,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
32,11.404759372796814,11.324866137260585,-79.89323553622896,4.153477584154805,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
33,11.944038712666366,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
34,12.243638345927229,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
35,12.583184596956205,12.70302445026055,119.83985330434521,10.241920224616235,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
36,12.882784230217068,12.767937704133736,-114.84652608333157,1.406811731315024,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
37,13.641769967811252,13.52692344172792,-114.84652608333157,12.27140110477005,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
38,13.921396292188055,13.941369601072113,19.973308884058127,11.340586565752105,True,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
39,14.300889160985147,14.370795742079348,69.90658109420167,17.3985106967376,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
40,14.620462103130066,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
41,14.860141809738757,14.855148482517741,-4.99332722101542,3.0548112430188823,True,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
42,15.18470807910469,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
