timestamp,exp_mode,cmd_DF,cmd_F,cmd_G,meas_pres_DF,meas_pres_F,meas_pres_G,meas_ang_wrist,meas_ang_hand,p_flag
6.267662763595581,1,0.0,0.0,0.0,-1.1907711471307439e-241,7.193083111184231e+28,1.0944444472924062e+287,1.1465327367283006e+77,-6.797657015671103e+31,-2.7791849512684123e-133
