meas_pres_DF,meas_pres_F,meas_pres_G,angle_deg,velocity,flag,force_N,time,exp_mode,cmd_DF,cmd_F,cmd_G
0.003877482491892725,0.0026479614760501423,0.005100421601942561,-0.72,9.0,1.0,0.3762932218390276,0.155,1,0.0,0.0,0.0
0.001036019022147544,-0.005140688271923298,-0.0013921398774873557,-0.72,9.0,1.0,0.4068117313150239,0.16,1,0.0,0.0,0.0
-0.003972692481107992,-0.003373510414581202,-0.0017183196632871418,-0.72,9.0,1.0,0.605182042909,0.165,1,0.0,0.0,0.0
-0.010885994260900098,-0.011981791842552698,-0.00764448753283751,-0.72,9.0,1.0,0.43733024079102023,0.17,1,0.0,0.0,0.0
-0.0028790951811857586,-0.015936926491983545,-0.0009833533938252285,-0.72,9.0,1.0,0.6204412976469982,0.17500000000000002,1,0.0,0.0,0.0
-0.006582517860222505,-0.011031582311366422,-0.002520025179041374,-0.72,9.0,1.0,0.6204412976469982,0.18,1,0.0,0.0,0.0
-0.0004152639636226017,-0.007728377931827312,-0.0041091087365471984,-0.72,9.0,1.0,0.605182042909,0.185,1,0.0,0.0,0.0
-0.009370241796388394,-0.0025608974346336055,-0.011773254663957206,-0.72,9.0,1.0,0.4525894955290184,0.19,1,0.0,0.0,0.0
-0.00524866848186516,-0.0030486743161056915,-0.0014404117210615336,-0.72,9.0,1.0,0.5594042786950055,0.195,1,0.0,0.0,0.0
0.005457239597320926,-0.007527432452555558,-0.0025285972873774556,-0.72,9.0,1.0,0.513626514481011,0.2,1,0.0,0.0,0.0
-0.002580658093702874,-0.0011994610549576894,-0.006636832000009962,-0.72,9.0,1.0,0.46784875026701656,0.20500000000000002,1,0.0,0.0,0.0
-0.010000764553480463,0.011665405204272873,-0.012806988924572951,-0.72,9.0,1.0,0.3610339671010294,0.21,1,0.0,0.0,0.0
-0.011759088223781192,0.006531163253779777,-0.014981108796379199,-0.72,9.0,1.0,0.6662190618609927,0.215,1,0.0,0.0,0.0
-0.015488161726138249,0.007437569972395986,-0.015409407692962786,-0.72,9.0,1.0,0.2847376934110386,0.22,1,0.0,0.0,0.0
-0.016878561327161694,0.0038185428473016246,-0.005205937065851407,-0.72,9.0,1.0,0.6357005523849963,0.225,1,0.0,0.0,0.0
-0.010705247200705207,0.002841280450653016,-0.0018353774420668328,-0.72,9.0,1.0,0.4068117313150239,0.23,1,0.0,0.0,0.0
-0.007208014520530183,-0.006281766986096993,-0.00889277094235891,-0.72,9.0,1.0,0.4831080050050147,0.23500000000000001,1,0.0,0.0,0.0
-0.007433037205553334,-0.014697497488160575,-0.009888742007042511,-0.72,9.0,1.0,0.34577471236303126,0.24,1,0.0,0.0,0.0
-0.0023702963606443265,-0.011989444689348596,-0.009310430188115752,-0.72,9.0,1.0,0.4525894955290184,0.245,1,0.0,0.0,0.0
-0.0075553376896409005,-0.01050881121634264,-0.010229738001922057,-0.72,9.0,1.0,0.42207098605302207,0.25,1,0.0,0.0,0.0
-0.009373100749615532,0.002969833115919295,-0.0037046298485855665,-0.72,9.0,1.0,0.513626514481011,0.255,1,0.0,0.0,0.0
-0.004661914787657548,-0.0031606195732249006,-0.0039061141115676597,-0.72,9.0,1.0,0.2084414197210478,0.26,1,0.0,0.0,0.0
7.353126923004605e-05,-0.011191311734016498,-0.00902302473981263,-0.72,9.0,1.0,0.3762932218390276,0.265,1,0.0,0.0,0.0
-0.0019682749847747564,-0.010579961489788696,-0.013223528584382964,-0.72,9.0,1.0,0.29999694814903677,0.27,1,0.0,0.0,0.0
-0.00483842066652292,-0.015013708470817295,-0.010184209579466823,-0.72,9.0,1.0,0.4831080050050147,0.275,1,0.0,0.0,0.0
-0.007607361523724001,-0.010829867533622469,-0.008965211818568098,-0.72,9.0,1.0,0.22370067445904596,0.28,1,0.0,0.0,0.0
-0.010316449625587119,-0.011584767113309882,-0.006619854971639002,-0.72,9.0,1.0,0.5288857692190092,0.28500000000000003,1,0.0,0.0,0.0
